,Player ID,Team,Games Played
0,cabreor01,MON,162
1,pierrju01,CHN,162
2,olsonma02,OAK,162
3,fieldpr01,MIL,162
4,gonzalu01,ARI,162
5,longte01,OAK,162
6,pierrju01,FLO,162
7,jonesad01,BAL,162
8,tejadmi01,OAK,162
9,rolliji01,PHI,162
10,castrst01,CHN,162
11,vottojo01,CIN,162
12,schoojo01,BAL,162
13,francje02,ATL,162
14,pierrju01,LAN,162
15,leede02,FLO,162
16,abreubo01,PHI,162
17,longte01,OAK,162
18,pencehu01,SFN,162
19,delgaca01,TOR,162
20,sexsori01,MIL,162
21,cabreor01,MON,162
22,freemfr01,ATL,162
23,tejadmi01,OAK,162
24,escobal02,KCA,162
25,francje02,ATL,162
26,bayja01,PIT,162
27,perezne01,COL,162
28,tejadmi01,OAK,162
29,tejadmi01,BAL,162
30,leeca01,MIL,162
31,escobal02,KCA,162
32,cruzjo02,TOR,162
33,escobal02,KCA,162
34,rodrial01,TEX,162
35,cabreor01,CHA,161
36,canoro01,NYA,161
37,vottojo01,CIN,161
38,zimmery01,WAS,161
39,pencehu01,SFN,161
40,guerrvl01,MON,161
41,semiema01,OAK,161
42,rodrial01,NYA,161
43,jonesan01,ATL,161
44,reyesjo01,NYN,161
45,greensh01,LAN,161
46,jonesan01,ATL,161
47,figgich01,SEA,161
48,ingebr01,DET,161
49,wellsve01,TOR,161
50,pierrju01,FLO,161
51,markani01,BAL,161
52,delgaca01,TOR,161
53,rodrial01,TEX,161
54,freemfr01,ATL,161
55,leede02,CHN,161
56,gonzaad01,SDN,161
57,markani01,BAL,161
58,rowanaa01,PHI,161
59,gonzaad01,SDN,161
60,gonzalu01,ARI,161
61,riosal01,TOR,161
62,arenano01,COL,160
63,berkmla01,HOU,160
64,pedrodu01,BOS,160
65,markani01,ATL,160
66,suzukic01,SEA,160
67,tejadmi01,OAK,160
68,bagweje01,HOU,160
69,byrneer01,ARI,160
70,ingebr01,DET,160
71,seageky01,SEA,160
72,fieldpr01,MIL,160
73,burnije01,CHN,160
74,sizemgr01,CLE,160
75,loneyja01,LAN,160
76,seageky01,SEA,160
77,gordoal01,KCA,160
78,heltoto01,COL,160
79,hillaa01,TOR,160
80,tejadmi01,BAL,160
81,vottojo01,CIN,160
82,grandcu01,DET,160
83,reyesjo01,MIA,160
84,pierrju01,FLO,160
85,reyesjo01,NYN,160
86,wrighda03,NYN,160
87,sizemgr01,CLE,160
88,youngde03,TBA,160
89,bruceja01,CIN,160
90,matsuhi01,NYA,160
91,andruel01,TEX,160
92,kinslia01,DET,160
93,sosasa01,CHN,160
94,galvifr01,SDN,160
95,suzukic01,SEA,160
96,rizzoan01,CHN,160
97,schoojo01,BAL,159
98,turnetr01,WAS,159
99,rizzoan01,CHN,159
100,canoro01,NYA,159
101,kempma01,LAN,159
102,blaloha01,TEX,159
103,hardyjj01,BAL,159
104,suzukic01,SEA,159
105,teixema01,TEX,159
106,howarry01,PHI,159
107,wrighda03,NYN,159
108,castrst01,CHN,159
109,weeksri01,MIL,159
110,suzukic01,SEA,159
111,fieldpr01,MIL,159
112,markani01,BAL,159
113,kearnau01,WAS,159
114,heltoto01,COL,159
115,jonesan01,ATL,159
116,goldspa01,ARI,159
117,lowelmi01,FLO,159
118,wellsve01,TOR,159
119,matsuhi01,NYA,159
120,utleych01,PHI,159
121,berroan01,KCA,159
122,pedrodu01,BOS,159
123,fieldpr01,DET,159
124,gilesbr02,PIT,159
125,youngch04,ARI,159
126,ingebr01,DET,159
127,wrighda03,NYN,159
128,pujolal01,SLN,159
129,canoro01,NYA,159
130,youngmi02,TEX,159
131,howarry01,PHI,159
132,semiema01,OAK,159
133,glaustr01,ANA,159
134,semiema01,OAK,159
135,goldspa01,SLN,159
136,gonzaad01,SDN,159
137,felizpe01,SFN,159
138,walkene01,PIT,159
139,headlch01,SDN,159
140,izturce01,LAN,159
141,ugglada01,ATL,159
142,greensh01,LAN,159
143,gilesbr02,SDN,159
144,uptonju01,ARI,159
145,freemfr01,ATL,158
146,izturce01,LAN,158
147,sexsori01,MIL,158
148,gilesbr02,SDN,158
149,castrst01,CHN,158
150,cabremi01,FLO,158
151,guerrvl01,MON,158
152,abreubo01,PHI,158
153,freemfr01,ATL,158
154,bagweje01,HOU,158
155,ethiean01,LAN,158
156,roberbr01,BAL,158
157,wilsopr01,FLO,158
158,tejadmi01,HOU,158
159,blackch02,COL,158
160,cruzjo02,SFN,158
161,olerujo01,SEA,158
162,kempma01,LAN,158
163,ramiral03,CHA,158
164,hoskirh01,PHI,158
165,hardyjj01,BAL,158
166,simmoan01,LAA,158
167,berroan01,KCA,158
168,ugglada01,FLO,158
169,escobal02,KCA,158
170,espinda01,WAS,158
171,suzukic01,SEA,158
172,boonebr01,SEA,158
173,ramiral03,CHA,158
174,mcgehca01,MIA,158
175,overbly01,MIL,158
176,ugglada01,FLO,158
177,reyesjo01,NYN,158
178,burnije01,MIL,158
179,soriaal01,WAS,158
180,braunry02,MIL,158
181,suareeu01,CIN,158
182,ugglada01,FLO,158
183,beltrca01,NYN,158
184,leede02,CHN,158
185,ramiral03,CHA,158
186,gonzaal02,FLO,158
187,rodrial01,TEX,158
188,odorro01,TEX,158
189,olerujo01,SEA,158
190,loneyja01,LAN,158
191,pillake01,TOR,158
192,bagweje01,HOU,158
193,blaloha01,TEX,158
194,canoro01,NYA,158
195,kempma01,LAN,158
196,hosmeer01,KCA,158
197,abreubo01,PHI,158
198,ahmedni01,ARI,158
199,youngmi02,TEX,158
200,desmoia01,WAS,158
201,albieoz01,ATL,158
202,escobal02,KCA,158
203,headlch01,SDN,158
204,abreubo01,PHI,158
205,lindofr01,CLE,158
206,suzukic01,SEA,158
207,ordonma01,CHA,157
208,hollima01,COL,157
209,atkinga01,COL,157
210,wilsoja02,PIT,157
211,hosmeer01,KCA,157
212,albieoz01,ATL,157
213,pencehu01,HOU,157
214,tejadmi01,HOU,157
215,dejonpa01,SLN,157
216,heltoto01,COL,157
217,betanyu01,SEA,157
218,hernace02,PHI,157
219,winnra01,SEA,157
220,doziebr01,MIN,157
221,beltrad01,LAN,157
222,patteco01,CHN,157
223,hosmeer01,SDN,157
224,greensh01,LAN,157
225,ibanera01,SEA,157
226,cabremi01,FLO,157
227,markani01,BAL,157
228,bayja01,PIT,157
229,arenano01,COL,157
230,gonzaad01,LAN,157
231,andruel01,TEX,157
232,burrepa01,PHI,157
233,hosmeer01,SDN,157
234,goldspa01,ARI,157
235,hudsoor01,ARI,157
236,pedrodu01,BOS,157
237,grandcu01,NYA,157
238,bartoda02,OAK,157
239,rowanaa01,CHA,157
240,zimmery01,WAS,157
241,canoro01,NYA,157
242,arenano01,COL,157
243,jeterde01,NYA,157
244,abreubo01,NYA,157
245,rolliji01,PHI,157
246,rolliji01,PHI,157
247,calhoko01,LAA,157
248,leeca01,HOU,157
249,alomaro01,CLE,157
250,seageky01,SEA,157
251,goldspa01,ARI,157
252,rizzoan01,CHN,157
253,rolliji01,PHI,157
254,grandcu01,DET,157
255,pujolal01,SLN,157
256,werthja01,PHI,157
257,bogaexa01,BOS,157
258,bettsmo01,BOS,157
259,lindofr01,CLE,157
260,grandcu01,DET,157
261,pujolal01,SLN,157
262,canoro01,SEA,157
263,beltrad01,LAN,157
264,stubbdr01,CIN,157
265,ramirar01,PIT,157
266,espinda01,WAS,157
267,phillbr01,CIN,156
268,markani01,ATL,156
269,glaustr01,ANA,156
270,boonebr01,SEA,156
271,machama01,BAL,156
272,dejesda01,KCA,156
273,markani01,BAL,156
274,ramirar01,CHN,156
275,freemfr01,ATL,156
276,gardnbr01,NYA,156
277,ramiral03,CHA,156
278,gonzaad01,BOS,156
279,bogaexa01,BOS,156
280,alonspe01,NYN,156
281,perazjo01,CIN,156
282,utleych01,PHI,156
283,acunaro01,ATL,156
284,youngch04,ARI,156
285,thomeji01,PHI,156
286,pennicl01,OAK,156
287,storytr01,COL,156
288,renteed01,SLN,156
289,chapmma01,OAK,156
290,hartco01,MIL,156
291,inciaen01,ATL,156
292,wilsoja02,PIT,156
293,sosasa01,CHN,156
294,furcara01,LAN,156
295,galvifr01,PHI,156
296,monrocr01,DET,156
297,garcino01,BOS,156
298,lugoju01,TBA,156
299,leede02,FLO,156
300,glaustr01,ANA,156
301,mccutan01,PIT,156
302,pencehu01,HOU,156
303,hillesh02,BOS,156
304,howarry01,PHI,156
305,hillaa01,TOR,156
306,heltoto01,COL,156
307,rolliji01,PHI,156
308,vizquom01,CLE,156
309,greensh01,LAN,156
310,riosal01,CHA,156
311,gonzaad01,SDN,156
312,leetr01,PHI,156
313,eatonad02,CHA,156
314,hanigmi01,SEA,156
315,simmoan01,ATL,156
316,doziebr01,MIN,156
317,troutmi01,LAA,156
318,altuvjo01,HOU,156
319,carpema01,SLN,156
320,berkmla01,HOU,156
321,vottojo01,CIN,156
322,desmoia01,TEX,156
323,cruzde01,DET,156
324,harpebr03,WAS,156
325,jonesad01,BAL,156
326,machama01,BAL,156
327,bradlja02,BOS,156
328,dunnad01,CIN,156
329,eckstda01,SLN,156
330,gordoal01,KCA,156
331,heywaja01,ATL,156
332,hairsje02,BAL,156
333,overbly01,TOR,156
334,soriaal01,NYA,156
335,randajo01,KCA,156
336,jenkige01,MIL,156
337,machama01,BAL,156
338,jeterde01,NYA,156
339,leeca01,CHA,156
340,dunnad01,CIN,156
341,seageky01,SEA,156
342,soriaal01,NYA,155
343,greensh01,ARI,155
344,cartech02,MIL,155
345,mccutan01,PIT,155
346,pencehu01,HOU,155
347,camermi01,SEA,155
348,gilesbr02,SDN,155
349,markani01,BAL,155
350,jeterde01,NYA,155
351,crawfbr01,SFN,155
352,headlch01,NYA,155
353,davisch02,BAL,155
354,goldspa01,ARI,155
355,jonesad01,BAL,155
356,galvifr01,PHI,155
357,morneju01,MIN,155
358,leede02,FLO,155
359,gordoal01,KCA,155
360,youngmi02,TEX,155
361,gregodi01,NYA,155
362,hollima01,SLN,155
363,barneda01,CHN,155
364,gonzaad01,SDN,155
365,uribeju01,COL,155
366,aybarer01,LAA,155
367,frazito01,CIN,155
368,youngch04,ARI,155
369,berkmla01,HOU,155
370,beltrad01,SEA,155
371,parrage01,ARI,155
372,soriaal01,NYA,155
373,hunteto01,MIN,155
374,jonesan01,ATL,155
375,seageco01,LAN,155
376,burrepa01,PHI,155
377,desmoia01,WAS,155
378,inciaen01,ATL,155
379,donaljo02,OAK,155
380,escobal02,KCA,155
381,kennead01,ANA,155
382,rendoan01,WAS,155
383,fieldpr01,MIL,155
384,teixema01,TEX,155
385,grandcu01,NYA,155
386,utleych01,PHI,155
387,lindofr01,CLE,155
388,ramiral03,CHA,155
389,cirilje01,COL,155
390,wellsve01,TOR,155
391,pierrju01,CHA,155
392,tulowtr01,COL,155
393,loneyja01,LAN,155
394,sizemgr01,CLE,155
395,rodrial01,NYA,155
396,beltrad01,LAN,155
397,ordonma01,CHA,155
398,yelicch01,MIA,155
399,mccutan01,PIT,155
400,beltrad01,SEA,155
401,wiggity01,NYN,155
402,youngmi02,TEX,155
403,wellsve01,TOR,155
404,suzukic01,SEA,155
405,wilsopr01,COL,155
406,encarju01,FLO,155
407,camermi01,SEA,155
408,gilesbr02,PIT,155
409,rolliji01,PHI,155
410,blackch02,COL,155
411,herreod01,PHI,155
412,furcara01,ATL,155
413,wrighda03,NYN,155
414,felizpe01,PHI,155
415,longoev01,TBA,155
416,bruceja01,CIN,155
417,alomaro01,CLE,155
418,batisto01,MON,155
419,wrighda03,NYN,155
420,youngmi02,TEX,155
421,zimmery01,WAS,154
422,beltrad01,BOS,154
423,myerswi01,SDN,154
424,hernace02,PHI,154
425,roberbr01,BAL,154
426,pujolal01,SLN,154
427,chaveer01,OAK,154
428,leeca01,HOU,154
429,crawfca02,TBA,154
430,jonesan01,ATL,154
431,figgich01,LAA,154
432,bournmi01,HOU,154
433,batisto01,BAL,154
434,baldero01,TBA,154
435,rodrial01,NYA,154
436,roberbr01,BAL,154
437,pedrodu01,BOS,154
438,delgaca01,NYN,154
439,seageky01,SEA,154
440,lowelmi01,BOS,154
441,kouzmke01,SDN,154
442,gonzalu01,ARI,154
443,garcino01,BOS,154
444,hosmeer01,KCA,154
445,overbly01,MIL,154
446,choosh01,CLE,154
447,canoro01,NYA,154
448,cabremi01,DET,154
449,bruceja01,CIN,154
450,aloumo01,CHN,154
451,gonzaal01,TOR,154
452,jonesan01,ATL,154
453,biggicr01,HOU,154
454,rizzoan01,CHN,154
455,rolliji01,PHI,154
456,vizquom01,CLE,154
457,kendrho01,LAA,154
458,jeterde01,NYA,154
459,jonesan01,ATL,154
460,frymatr01,CLE,154
461,pierrju01,COL,154
462,loretma01,SDN,154
463,lowelmi01,FLO,154
464,aybarer01,LAA,154
465,hosmeer01,KCA,154
466,crawfca02,TBA,154
467,booneaa01,CIN,154
468,loneyja01,TBA,154
469,calhoko01,LAA,154
470,batisto01,BAL,154
471,desmoia01,WAS,154
472,winnra01,SEA,154
473,abreubo01,PHI,154
474,ramirha01,FLO,154
475,calhoko01,LAA,154
476,ellsbja01,BOS,154
477,damonjo01,OAK,154
478,sexsori01,MIL,154
479,arenano01,COL,154
480,batisto01,TOR,154
481,uptonbj01,TBA,154
482,rolliji01,PHI,154
483,atkinga01,COL,154
484,morame01,BAL,154
485,seageky01,SEA,154
486,martiti02,NYA,154
487,walketo04,CIN,154
488,vottojo01,CIN,154
489,dominma01,HOU,153
490,spande01,WAS,153
491,andruel01,TEX,153
492,braunry02,MIL,153
493,bagweje01,HOU,153
494,pillake01,TOR,153
495,kinslia01,DET,153
496,dunnad01,WAS,153
497,altuvjo01,HOU,153
498,leede02,CHN,153
499,markani01,ATL,153
500,overbly01,TOR,153
501,mcgehca01,MIL,153
502,burnije01,MIL,153
503,ozunama01,MIA,153
504,lemahdj01,COL,153
505,snowjt01,SFN,153
506,spande01,MIN,153
507,correca01,HOU,153
508,gordode01,MIA,153
509,bettsmo01,BOS,153
510,larocad01,WAS,153
511,berkmla01,HOU,153
512,ellisma01,OAK,153
513,francje02,KCA,153
514,easleda01,DET,153
515,penaca01,TBA,153
516,andruel01,TEX,153
517,sanchga01,FLO,153
518,suareeu01,CIN,153
519,penaca01,CHN,153
520,bournmi01,ATL,153
521,gutiefr01,SEA,153
522,escobyu01,TBA,153
523,cabremi01,DET,153
524,werthja01,PHI,153
525,cabreor01,MON,153
526,vidrojo01,MON,153
527,boonebr01,SEA,153
528,rolliji01,PHI,153
529,hechaad01,MIA,153
530,ellsbja01,BOS,153
531,cabreme01,KCA,153
532,gregodi01,NYA,153
533,canoro01,NYA,153
534,choosh01,CIN,153
535,hillaa01,ARI,153
536,heltoto01,COL,153
537,sheffga01,ATL,153
538,cabremi01,FLO,153
539,greenkh01,SDN,153
540,lowelmi01,BOS,153
541,rizzoan01,CHN,153
542,jonesan01,ATL,153
543,morneju01,MIN,153
544,hollima01,COL,153
545,podsesc01,MIL,153
546,soriaal01,TEX,153
547,heltoto01,COL,153
548,bogaexa01,BOS,153
549,renteed01,BOS,153
550,hinsker01,TOR,153
551,karroer01,LAN,153
552,ibanera01,SEA,153
553,chaveer01,OAK,153
554,rolensc01,SLN,153
555,wrighda03,NYN,153
556,fieldpr01,MIL,153
557,cabreor01,LAA,153
558,betanyu01,SEA,153
559,burrepa01,PHI,153
560,fieldpr01,MIL,152
561,arenano01,COL,152
562,pillake01,SFN,152
563,betanyu01,SEA,152
564,deverra01,BOS,152
565,martile01,TEX,152
566,rolliji01,PHI,152
567,jacksau01,DET,152
568,semiema01,OAK,152
569,loneyja01,TBA,152
570,ugglada01,ATL,152
571,pedrodu01,BOS,152
572,ramiral03,CHA,152
573,desmoia01,WAS,152
574,cabreor01,LAA,152
575,jonesch06,ATL,152
576,suzukic01,SEA,152
577,blakeca01,CLE,152
578,mccutan01,PIT,152
579,abreubo01,PHI,152
580,teixema01,NYA,152
